element	wave_A	wave_nm	loggf	lower_state_eV	lower_state_cm1	lower_j	upper_state_eV	upper_state_cm1	upper_j	upper_g	lande_lower	lande_upper	spectrum_transition_type	turbospectrum_rad	rad	stark	waals	waals_single_gamma_format	turbospectrum_fdamp	spectrum_fudge_factor	theoretical_depth	theoretical_ew	lower_orbital_type	upper_orbital_type	molecule	spectrum_synthe_isotope	ion	spectrum_moog_species	turbospectrum_species	width_species	reference_code	spectrum_support	turbospectrum_support	moog_support	width_support	synthe_support	sme_support	wave_peak	wave_base	wave_top	note	peak	base	top	depth	relative_depth	wave_base_fit	wave_top_fit	base_fit	top_fit	mu	sig	A	baseline	gamma	mu_err	fwhm	fwhm_kms	R	depth_fit	relative_depth_fit	integrated_flux	ewr	ew	ew_err	snr	mean_flux	mean_flux_continuum	diff_wavelength	rms	telluric_wave_peak	telluric_fwhm	telluric_R	telluric_depth	grouped	reference_for_group	discarded
Fe 1	5861.109	586.1109	-2.304	4.2830	34544.725	2.0	6.3980	51603.349	3.0	7.0	1.000	1.290	AO	2.40E+08	8.380	-4.320	854.279	-7.209	854.279	1.000	0.140	9.370	d	f	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	586.1100	586.0940	586.1270		286111	286094	286127	0.068	-0.000	586.0940	586.1270	286094	286127	586.1098	0.0051	-0.0699	1.000	9999.0000	0.0046	0.0119	6.0998	49148	0.070	0.068	0.0009	-5.82	8.9	3.4	124.2	0.982	1.000	0.0304	0.003	0.0000	0.0000	0	0.000	False	False	False
Ca 1	5867.562	586.7562	-1.570	2.9330	23656.241	1.0	5.0450	40690.670	0.0	1.0	1.000	0.000	GA	2.62E+08	8.419	-4.705	-7.460	-7.460	-7.460	1.000	0.310	24.180	p	s	F	0	1	20.0	20.000000	20.00	S	T	T	T	T	T	T	586.7550	586.7320	586.7730		286756	286732	286773	0.187	0.118	586.7320	586.7730	286732	286773	586.7552	0.0052	-0.1888	1.000	9999.0000	0.0026	0.0123	6.2996	47589	0.189	0.188	0.0025	-5.37	24.8	3.3	124.2	0.957	1.000	0.0314	0.004	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5873.212	587.3212	-2.040	4.2560	34326.956	3.0	6.3670	51353.319	4.0	9.0	1.240	1.490	AO	2.40E+08	8.380	-5.000	712.228	-7.279	712.228	1.000	0.240	16.460	d	f	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	587.3200	587.2960	587.3370		287321	287296	287337	0.136	0.068	587.2960	587.3370	287296	287337	587.3199	0.0056	-0.1359	1.000	9999.0000	0.0029	0.0132	6.7599	44349	0.136	0.132	0.0019	-5.49	19.2	3.7	124.2	0.964	1.000	0.0337	0.013	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5877.788	587.7788	-2.130	4.1780	33697.843	5.0	6.2870	50708.077	5.0	11.0	1.420	1.360	AO	2.57E+08	8.410	-4.930	742.283	-7.271	742.283	1.000	0.240	16.020	X	X	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	587.7780	587.7590	587.7930		287779	287759	287793	0.127	0.059	587.7590	587.7930	287759	287793	587.7782	0.0050	-0.1279	1.000	9999.0000	0.0033	0.0117	5.9727	50194	0.128	0.124	0.0016	-5.57	15.9	3.2	124.2	0.967	1.000	0.0298	0.008	0.0000	0.0000	0	0.000	False	False	False
Ti 1	5880.270	588.0270	-2.000	1.0530	8493.018	1.0	3.1610	25495.185	2.0	5.0	1.500	1.470	AO	3.47E+06	6.540	-6.100	266.260	-7.712	266.260	1.000	0.100	6.080	s	p	F	0	1	22.0	22.000000	22.00	LGWSC	T	T	T	T	T	T	588.0260	588.0150	588.0390		288027	288015	288039	0.054	-0.014	588.0150	588.0390	288015	288039	588.0264	0.0048	-0.0542	1.000	9999.0000	0.0054	0.0114	5.7959	51725	0.054	0.048	0.0007	-5.95	6.6	3.2	124.2	0.969	1.000	0.0290	0.003	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5881.280	588.1280	-1.740	4.6080	37166.025	3.0	6.7150	54160.129	3.0	7.0	1.090	1.140	AO	2.14E+08	8.330	-4.630	950.279	-7.163	950.279	1.000	0.220	15.540	d	f	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	588.1270	588.1150	588.1470		288128	288115	288147	0.120	0.052	588.1150	588.1470	288115	288147	588.1270	0.0051	-0.1221	1.000	9999.0000	0.0033	0.0120	6.1137	49036	0.122	0.116	0.0016	-5.58	15.6	3.3	124.2	0.964	1.000	0.0306	0.006	0.0000	0.0000	0	0.000	False	False	False
Ti 1	5899.294	589.9294	-1.100	1.0530	8493.018	1.0	3.1540	25438.726	2.0	5.0	1.500	1.170	AO	9.77E+07	7.990	-6.080	266.260	-7.712	266.260	1.000	0.440	32.430	s	p	F	0	1	22.0	22.000000	22.00	LGWSC	T	T	T	T	T	T	589.9290	589.9140	589.9410		289930	289914	289941	0.255	0.187	589.9140	589.9410	289914	289941	589.9288	0.0052	-0.2630	1.000	9999.0000	0.0024	0.0121	6.1706	48584	0.263	0.246	0.0034	-5.24	34.0	3.2	124.2	0.903	1.000	0.0309	0.013	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5916.247	591.6247	-2.994	2.4530	19784.780	4.0	4.5490	36690.158	4.0	9.0	0.810	1.250	AO	1.17E+08	8.070	-6.090	341.238	-7.601	341.238	1.000	0.590	50.420	s	p	F	0	1	26.0	26.000000	26.00	GESB82c+BW	T	T	T	T	T	T	591.6240	591.6080	591.6450		291625	291608	291645	0.413	0.345	591.6080	591.6450	291608	291645	591.6241	0.0052	-0.4193	1.000	9999.0000	0.0017	0.0122	6.1586	48678	0.419	0.412	0.0054	-5.04	54.2	3.0	124.2	0.901	1.000	0.0310	0.009	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5929.676	592.9676	-1.310	4.5490	36690.158	4.0	6.6390	53547.146	3.0	7.0	1.250	1.350	AO	2.14E+08	8.330	-4.580	864.275	-7.204	864.275	1.000	0.430	34.720	d	f	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	592.9670	592.9490	592.9860		292968	292949	292986	0.297	0.229	592.9490	592.9860	292949	292986	592.9667	0.0052	-0.3076	1.000	9999.0000	0.0019	0.0122	6.1449	48787	0.308	0.301	0.0040	-5.17	39.8	3.1	124.2	0.927	1.000	0.0310	0.009	0.0000	0.0000	0	0.000	False	False	False
Ti 1	5937.809	593.7809	-1.940	1.0670	8605.936	2.0	3.1540	25438.726	2.0	5.0	1.490	1.170	AO	9.77E+07	7.990	-6.080	266.261	-7.712	266.261	1.000	0.110	6.750	s	p	F	0	1	22.0	22.000000	22.00	2013ApJS..	T	T	T	T	T	T	593.7800	593.7620	593.7920		293781	293762	293792	0.061	-0.008	593.7620	593.7920	293762	293792	593.7804	0.0060	-0.0601	1.000	9999.0000	0.0055	0.0141	7.1082	42175	0.060	0.059	0.0009	-5.82	9.0	4.0	124.2	0.978	1.000	0.0359	0.005	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5943.578	594.3578	-4.178	2.1980	17728.065	2.0	4.2830	34544.725	2.0	5.0	1.820	1.000	GA	1.45E+08	8.160	-6.110	-7.790	-7.790	-7.790	1.000	0.200	12.630	s	p	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	594.3580	594.3480	594.3780		294359	294348	294378	0.084	0.016	594.3480	594.3780	294348	294378	594.3577	0.0054	-0.0878	1.000	9999.0000	0.0046	0.0127	6.3953	46877	0.088	0.085	0.0012	-5.70	11.8	3.6	124.2	0.969	1.000	0.0323	0.004	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5949.346	594.9346	-1.038	4.6080	37166.025	3.0	6.6910	53966.555	2.0	5.0	1.090	1.420	GA	2.14E+08	8.330	-4.500	-7.520	-7.520	-7.520	1.000	0.510	44.210	d	f	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	594.9330	594.9210	594.9500		294934	294921	294950	0.279	0.210	594.9210	594.9500	294921	294950	594.9326	0.0063	-0.2787	1.000	9999.0000	0.0027	0.0149	7.5298	39814	0.279	0.261	0.0044	-5.13	44.3	3.9	124.2	0.916	1.000	0.0381	0.013	0.0000	0.0000	0	0.000	False	False	False
Ti 1	5953.160	595.3160	-0.273	1.8870	15219.681	5.0	3.9690	32012.145	6.0	13.0	1.210	1.170	AO	1.05E+07	7.020	-6.060	259.256	-7.723	259.256	1.000	0.440	32.580	s	p	F	0	1	22.0	22.000000	22.00	1986MNRAS.	T	T	T	T	T	T	595.3150	595.2940	595.3380		295316	295294	295338	0.246	0.178	595.2940	595.3380	295294	295338	595.3150	0.0054	-0.2486	1.000	9999.0000	0.0020	0.0128	6.4620	46393	0.249	0.237	0.0034	-5.24	34.0	3.4	124.2	0.926	1.000	0.0327	0.023	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5976.777	597.6777	-1.243	3.9430	31802.441	3.0	6.0170	48530.380	3.0	7.0	1.090	1.110	GA	5.62E+07	7.750	-5.290	-7.540	-7.540	-7.540	1.000	0.620	64.990	p	s	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	597.6770	597.6590	597.6940		297678	297659	297694	0.456	0.387	597.6590	597.6940	297659	297694	597.6769	0.0058	-0.4628	1.000	9999.0000	0.0017	0.0136	6.8407	43825	0.463	0.436	0.0067	-4.95	67.2	3.3	124.2	0.869	1.000	0.0347	0.017	0.0000	0.0000	0	0.000	False	False	False
Fe 2	5991.371	599.1371	-3.647	3.1530	25430.661	5.5	5.2220	42118.272	4.5	10.0	1.240	1.430	AO	3.47E+08	8.540	-6.530	172.221	-7.895	172.221	1.000	0.380	27.980	s	p	F	0	2	26.1	26.000000	26.01	RU	T	T	T	T	T	T	599.1360	599.1110	599.1570		299137	299111	299157	0.230	0.162	599.1110	599.1570	299111	299157	599.1362	0.0053	-0.2329	1.000	9999.0000	0.0022	0.0124	6.2195	48202	0.233	0.227	0.0031	-5.29	30.8	3.3	124.2	0.945	1.000	0.0317	0.008	0.0000	0.0000	0	0.000	False	False	False
Ni 1	5996.730	599.6730	-1.037	4.2360	34165.645	2.0	6.3030	50837.124	2.0	5.0	1.190	0.750	AO	2.14E+08	8.330	-4.040	839.279	-7.217	839.279	1.000	0.280	19.900	p	d	F	0	1	28.0	28.000000	28.00	K08	T	T	T	T	T	T	599.6720	599.6540	599.6970		299673	299654	299697	0.156	0.088	599.6540	599.6970	299654	299697	599.6720	0.0053	-0.1590	1.000	9999.0000	0.0028	0.0124	6.2089	48284	0.159	0.153	0.0021	-5.46	21.0	3.4	124.2	0.961	1.000	0.0316	0.006	0.0000	0.0000	0	0.000	False	False	False
Fe 1	6005.542	600.5542	-3.605	2.5880	20873.628	3.0	4.6520	37520.910	2.0	5.0	1.070	0.690	GA	1.17E+08	8.070	-6.290	-7.750	-7.750	-7.750	1.000	0.280	18.080	s	p	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	600.5530	600.5380	600.5700		300554	300538	300570	0.184	0.116	600.5380	600.5700	300538	300570	600.5533	0.0049	-0.1860	1.000	9999.0000	0.0028	0.0115	5.7354	52270	0.186	0.182	0.0023	-5.42	22.7	3.1	124.2	0.957	1.000	0.0293	0.005	0.0000	0.0000	0	0.000	False	False	False
Ni 1	6007.310	600.7310	-3.400	1.6760	13517.852	2.0	3.7400	30165.135	2.0	5.0	1.140	0.990	AO	2.04E+06	6.310	-6.260	210.250	-7.813	210.250	1.000	0.360	24.050	s	p	F	0	1	28.0	28.000000	28.00	2014ApJS..	T	T	T	T	T	T	600.7300	600.7050	600.7490		300731	300705	300749	0.212	0.143	600.7050	600.7490	300705	300749	600.7302	0.0048	-0.2122	1.000	9999.0000	0.0020	0.0114	5.6790	52790	0.212	0.207	0.0026	-5.37	25.7	3.0	124.2	0.949	1.000	0.0290	0.008	0.0000	0.0000	0	0.000	False	False	False
Fe 1	6008.556	600.8556	-0.980	3.8840	31326.573	3.0	5.9460	47957.725	4.0	9.0	1.320	1.290	GA	6.17E+07	7.790	-5.380	-7.540	-7.540	-7.540	1.000	0.670	81.990	p	s	F	0	1	26.0	26.000000	26.00	2014MNRAS.	T	T	T	T	T	T	600.8550	600.8280	600.8840		300856	300828	300884	0.549	0.480	600.8280	600.8840	300828	300884	600.8549	0.0062	-0.5521	1.000	9999.0000	0.0013	0.0147	7.3401	40843	0.552	0.538	0.0086	-4.84	86.5	3.4	124.2	0.868	1.000	0.0375	0.022	0.0000	0.0000	0	0.000	False	False	False
Fe 1	6018.299	601.8299	-2.082	4.6520	37520.910	2.0	6.7120	54135.930	1.0	3.0	0.690	1.550	GA	2.14E+08	8.330	-4.720	-7.520	-7.520	-7.520	1.000	0.110	7.210	d	f	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	601.8290	601.8110	601.8560		301830	301811	301856	0.070	0.001	601.8110	601.8560	301811	301856	601.8290	0.0056	-0.0709	1.000	9999.0000	0.0042	0.0132	6.5560	45728	0.071	0.069	0.0010	-5.78	9.9	3.7	124.2	0.982	1.000	0.0335	0.005	0.0000	0.0000	0	0.000	False	False	False
Fe 1	6020.169	602.0169	-0.270	4.6080	37166.025	3.0	6.6670	53772.980	4.0	9.0	1.090	1.230	AO	2.14E+08	8.330	-5.410	894.275	-7.189	894.275	1.000	0.660	94.600	d	f	F	0	1	26.0	26.000000	26.00	WBW|FMW	T	T	T	T	T	T	602.0160	602.0070	602.0490		302017	302007	302049	0.544	0.475	602.0070	602.0490	302007	302049	602.0155	0.0073	-0.5427	1.000	9999.0000	0.0015	0.0171	8.5283	35153	0.543	0.534	0.0099	-4.78	98.9	4.0	124.2	0.837	1.000	0.0436	0.020	0.0000	0.0000	0	0.000	False	False	False
Fe 1	6034.035	603.4035	-2.312	4.3130	34786.693	5.0	6.3670	51353.319	4.0	9.0	1.220	1.490	AO	1.95E+08	8.290	-5.000	710.223	-7.279	710.223	1.000	0.130	8.780	d	f	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	603.4020	603.3780	603.4160		303403	303378	303416	0.066	-0.003	603.3780	603.4160	303378	303416	603.4023	0.0049	-0.0666	1.000	9999.0000	0.0045	0.0115	5.7101	52502	0.067	0.065	0.0008	-5.87	8.1	3.3	124.2	0.984	1.000	0.0293	0.002	0.0000	0.0000	0	0.000	False	False	False
Fe 1	6054.073	605.4073	-2.333	4.3710	35254.491	4.0	6.4190	51772.728	3.0	7.0	1.100	1.490	AO	2.04E+08	8.310	-5.340	725.221	-7.270	725.221	1.000	0.110	7.510	d	f	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	605.4060	605.3910	605.4270		305407	305391	305427	0.078	0.009	605.3910	605.4270	305391	305427	605.4063	0.0052	-0.0785	1.000	9999.0000	0.0045	0.0123	6.1086	49077	0.079	0.073	0.0010	-5.77	10.3	3.5	124.2	0.976	1.000	0.0314	0.004	0.0000	0.0000	0	0.000	False	False	False
Fe 1	6062.848	606.2848	-4.040	2.1760	17550.625	3.0	4.2200	34036.594	4.0	9.0	1.670	1.340	AO	1.45E+08	8.160	-6.110	280.265	-7.691	280.265	1.000	0.270	17.290	s	p	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	606.2840	606.2720	606.3090		306285	306272	306309	0.166	0.097	606.2720	606.3090	306272	306309	606.2840	0.0051	-0.1695	1.000	9999.0000	0.0025	0.0120	5.9273	50578	0.169	0.164	0.0022	-5.45	21.6	3.3	124.2	0.952	1.000	0.0305	0.009	0.0000	0.0000	0	0.000	False	False	False
Ti 1	6064.626	606.4626	-1.888	1.0460	8436.559	0.0	3.0900	24922.530	1.0	3.0	0.000	1.990	AO	8.32E+06	6.920	-6.100	254.263	-7.733	254.263	1.000	0.120	7.990	s	p	F	0	1	22.0	22.000000	22.00	1983MNRAS.	T	T	T	T	T	T	606.4620	606.4410	606.4950		306463	306441	306495	0.070	0.001	606.4410	606.4950	306441	306495	606.4617	0.0051	-0.0710	1.000	9999.0000	0.0037	0.0121	5.9944	50012	0.071	0.069	0.0009	-5.82	9.2	3.4	124.2	0.981	1.000	0.0309	0.006	0.0000	0.0000	0	0.000	False	False	False
Fe 1	6078.491	607.8491	-0.321	4.7960	38682.349	2.0	6.8350	55127.994	3.0	7.0	1.150	1.070	GA	2.04E+08	8.310	-5.060	-7.420	-7.420	-7.420	1.000	0.620	73.330	d	f	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	607.8480	607.8050	607.8800		307849	307805	307880	0.488	0.420	607.8050	607.8800	307805	307880	607.8481	0.0062	-0.4916	1.000	9999.0000	0.0012	0.0146	7.1852	41724	0.492	0.485	0.0076	-4.90	76.2	7.9	124.2	0.884	1.000	0.0750	0.018	0.0000	0.0000	0	0.000	False	False	False
Fe 1	6079.008	607.9008	-1.020	4.6520	37520.910	2.0	6.6910	53966.555	2.0	5.0	0.690	1.420	AO	2.14E+08	8.330	-4.500	920.276	-7.177	920.276	1.000	0.490	45.120	d	f	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	607.9000	607.8800	607.9350		307901	307880	307935	0.331	0.263	607.8800	607.9350	307880	307935	607.8997	0.0054	-0.3396	1.000	9999.0000	0.0016	0.0128	6.2966	47611	0.340	0.335	0.0046	-5.12	46.2	3.2	124.2	0.920	1.000	0.0325	0.009	0.0000	0.0000	0	0.000	False	False	False
Co 1	6082.422	608.2422	-0.520	3.5140	28342.321	4.5	5.5520	44779.901	4.5	10.0	1.330	1.330	AO	7.94E+07	7.900	-5.390	814.230	-7.221	814.230	1.000	0.180	12.070	p	s	F	0	1	27.0	27.000000	27.00	FMW	T	T	T	T	T	T	608.2410	608.2160	608.2560		308242	308216	308256	0.051	-0.017	608.2160	608.2560	308216	308256	608.2411	0.0107	-0.0525	1.000	9999.0000	0.0138	0.0251	12.3726	24230	0.053	0.049	0.0014	-5.64	14.0	7.2	124.2	0.960	1.000	0.0640	0.002	0.0000	0.0000	0	0.000	False	False	False
Fe 1	6082.710	608.2710	-3.576	2.2230	17929.705	1.0	4.2600	34359.219	1.0	3.0	2.500	1.500	AO	4.90E+06	6.690	-6.130	306.271	-7.654	306.271	1.000	0.460	33.870	s	p	F	0	1	26.0	26.000000	26.00	BKK+GESB82	T	T	T	T	T	T	608.2700	608.2560	608.2980		308271	308256	308298	0.276	0.207	608.2560	608.2980	308256	308298	608.2700	0.0050	-0.2808	1.000	9999.0000	0.0020	0.0117	5.7617	52032	0.281	0.280	0.0035	-5.24	34.9	3.1	124.2	0.928	1.000	0.0298	0.006	0.0000	0.0000	0	0.000	False	False	False
Fe 2	6084.102	608.4102	-3.881	3.1990	25801.674	4.5	5.2370	42239.254	3.5	8.0	1.150	1.400	AO	3.47E+08	8.540	-6.530	173.223	-7.892	173.223	1.000	0.270	18.420	s	p	F	0	2	26.1	26.000000	26.01	RU	T	T	T	T	T	T	608.4090	608.3920	608.4320		308410	308392	308432	0.157	0.089	608.3920	608.4320	308392	308432	608.4093	0.0054	-0.1582	1.000	9999.0000	0.0029	0.0126	6.2187	48208	0.158	0.156	0.0021	-5.46	21.3	3.5	124.2	0.963	1.000	0.0322	0.004	0.0000	0.0000	0	0.000	False	False	False
Fe 1	6093.643	609.3643	-1.400	4.6080	37166.025	3.0	6.6420	53571.345	2.0	5.0	1.090	1.400	AO	2.14E+08	8.330	-4.570	866.274	-7.202	866.274	1.000	0.360	28.250	d	f	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	609.3630	609.3410	609.3930		309364	309341	309393	0.231	0.163	609.3410	609.3930	309341	309393	609.3632	0.0052	-0.2350	1.000	9999.0000	0.0021	0.0123	6.0727	49367	0.235	0.234	0.0031	-5.30	30.9	3.3	124.2	0.948	1.000	0.0315	0.005	0.0000	0.0000	0	0.000	False	False	False
Fe 1	6096.664	609.6664	-1.830	3.9840	32133.127	2.0	6.0170	48530.380	3.0	7.0	0.680	1.110	AO	5.62E+07	7.750	-5.290	963.250	-7.152	963.250	1.000	0.440	36.580	p	s	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	609.6650	609.6390	609.6950		309666	309639	309695	0.280	0.211	609.6390	609.6950	309639	309695	609.6654	0.0053	-0.2812	1.000	9999.0000	0.0018	0.0126	6.1741	48557	0.281	0.279	0.0038	-5.21	37.6	3.3	124.2	0.937	1.000	0.0320	0.006	0.0000	0.0000	0	0.000	False	False	False
Fe 1	6098.244	609.8244	-1.859	4.5590	36770.815	3.0	6.5910	53160.001	3.0	7.0	1.660	1.590	AO	2.75E+08	8.440	-4.700	797.269	-7.238	797.269	1.000	0.190	13.670	d	f	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	609.8230	609.8000	609.8420		309824	309800	309842	0.124	0.055	609.8000	609.8420	309800	309842	609.8235	0.0053	-0.1248	1.000	9999.0000	0.0032	0.0124	6.1029	49123	0.125	0.123	0.0016	-5.57	16.5	3.4	124.2	0.972	1.000	0.0316	0.004	0.0000	0.0000	0	0.000	False	False	False
Fe 1	6100.271	610.0271	-2.196	4.5590	36770.815	3.0	6.5900	53151.936	4.0	9.0	1.660	1.440	GA	2.75E+08	8.440	-4.700	-7.520	-7.520	-7.520	1.000	0.110	6.880	d	f	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	610.0260	610.0120	610.0490		310027	310012	310049	0.065	-0.003	610.0120	610.0490	310012	310049	610.0261	0.0053	-0.0659	1.000	9999.0000	0.0048	0.0125	6.1215	48974	0.066	0.060	0.0009	-5.84	8.7	3.5	124.2	0.982	1.000	0.0317	0.005	0.0000	0.0000	0	0.000	False	False	False
Ni 1	6108.116	610.8116	-2.600	1.6760	13517.852	2.0	3.7060	29890.907	2.0	5.0	1.140	1.040	AO	6.46E+07	7.810	-6.120	274.288	-7.705	274.288	1.000	0.640	61.130	s	p	F	0	1	28.0	28.000000	28.00	2014ApJS..	T	T	T	T	T	T	610.8110	610.7760	610.8340		310812	310776	310834	0.460	0.392	610.7760	610.8340	310776	310834	610.8107	0.0055	-0.4732	1.000	9999.0000	0.0013	0.0129	6.3361	47315	0.473	0.472	0.0065	-4.97	65.0	3.1	124.2	0.896	1.000	0.0329	0.008	0.0000	0.0000	0	0.000	False	False	False
Ni 1	6111.070	611.1070	-0.865	4.0880	32971.942	4.0	6.1170	49336.933	4.0	9.0	1.220	1.220	AO	1.58E+08	8.200	-3.600	845.280	-7.214	845.280	1.000	0.410	33.070	p	d	F	0	1	28.0	28.000000	28.00	K08	T	T	T	T	T	T	611.1060	611.0860	611.1270		311107	311086	311127	0.252	0.183	611.0860	611.1270	311086	311127	611.1062	0.0054	-0.2535	1.000	9999.0000	0.0022	0.0127	6.2223	48180	0.254	0.251	0.0034	-5.25	34.2	3.3	124.2	0.944	1.000	0.0323	0.004	0.0000	0.0000	0	0.000	False	False	False
Fe 2	6113.319	611.3319	-4.230	3.2210	25979.117	3.5	5.2490	42336.041	2.5	6.0	0.980	1.300	AO	3.47E+08	8.540	-6.530	173.228	-7.893	173.228	1.000	0.150	9.380	s	p	F	0	2	26.1	26.000000	26.01	RU	T	T	T	T	T	T	611.3310	611.3180	611.3590		311332	311318	311359	0.084	0.016	611.3180	611.3590	311318	311359	611.3308	0.0053	-0.0863	1.000	9999.0000	0.0039	0.0124	6.1048	49107	0.086	0.084	0.0011	-5.73	11.4	3.5	124.2	0.973	1.000	0.0317	0.003	0.0000	0.0000	0	0.000	False	False	False
Si 1	6125.021	612.5021	-1.464	5.6140	45279.963	1.0	7.6370	61596.560	2.0	5.0	0.500	0.920	GA	8.13E+07	7.910	-5.560	-7.130	-7.130	-7.130	1.000	0.330	33.700	d	f	F	0	1	14.0	14.000000	14.00	K07	T	T	T	T	T	T	612.5010	612.4610	612.5250		312502	312461	312525	0.195	0.127	612.4610	612.5250	312461	312525	612.5009	0.0064	-0.1975	1.000	9999.0000	0.0022	0.0151	7.3738	40657	0.197	0.195	0.0032	-5.29	31.7	4.1	124.2	0.953	1.000	0.0384	0.008	0.0000	0.0000	0	0.000	False	False	False
Fe 1	6127.906	612.7906	-1.399	4.1430	33415.550	3.0	6.1650	49724.078	4.0	9.0	1.070	0.930	AO	1.00E+08	8.000	-6.020	290.250	-7.673	290.250	1.000	0.540	47.170	d	p	F	0	1	26.0	26.000000	26.00	BWL	T	T	T	T	T	T	612.7900	612.7630	612.8070		312791	312763	312807	0.356	0.288	612.7630	612.8070	312763	312807	612.7896	0.0052	-0.3677	1.000	9999.0000	0.0016	0.0123	6.0359	49668	0.368	0.366	0.0048	-5.10	48.3	3.1	124.2	0.915	1.000	0.0314	0.009	0.0000	0.0000	0	0.000	False	False	False
Ni 1	6128.973	612.8973	-3.430	1.6760	13517.852	2.0	3.6990	29834.446	3.0	7.0	1.140	1.300	AO	4.79E+07	7.680	-6.170	209.250	-7.816	209.250	1.000	0.350	23.170	s	p	F	0	1	28.0	28.000000	28.00	2014ApJS..	T	T	T	T	T	T	612.8970	612.8700	612.9120		312898	312870	312912	0.198	0.130	612.8700	612.9120	312870	312912	612.8965	0.0048	-0.2081	1.000	9999.0000	0.0022	0.0114	5.5766	53759	0.208	0.207	0.0025	-5.39	25.3	3.1	124.2	0.951	1.000	0.0290	0.004	0.0000	0.0000	0	0.000	False	False	False
Si 1	6131.852	613.1852	-1.615	5.6160	45296.097	2.0	7.6370	61596.560	3.0	7.0	1.170	1.230	GA	7.94E+07	7.900	-3.570	-7.130	-7.130	-7.130	1.000	0.250	27.640	d	f	F	0	1	14.0	14.000000	14.00	K07	T	T	T	T	T	T	613.1840	613.1700	613.2120		313185	313170	313212	0.155	0.086	613.1700	613.2120	313170	313212	613.1840	0.0064	-0.1550	1.000	9999.0000	0.0033	0.0151	7.3754	40648	0.155	0.149	0.0025	-5.39	24.9	4.2	124.2	0.935	1.000	0.0384	0.007	0.0000	0.0000	0	0.000	False	False	False
V 1	6135.361	613.5361	-0.751	1.0510	8476.887	1.5	3.0710	24769.286	0.5	2.0	1.190	2.540	AO	4.47E+07	7.650	-6.070	327.241	-7.619	327.241	1.000	0.200	13.110	s	p	F	0	1	23.0	23.000000	23.00	1985A&A...	T	T	T	T	T	T	613.5350	613.5200	613.5540		313536	313520	313554	0.081	0.012	613.5200	613.5540	313520	313554	613.5354	0.0055	-0.0808	1.000	9999.0000	0.0047	0.0130	6.3612	47128	0.081	0.074	0.0011	-5.74	11.2	3.7	124.2	0.975	1.000	0.0332	0.004	0.0000	0.0000	0	0.000	False	False	False
Fe 1	6136.994	613.6994	-2.950	2.1980	17728.065	2.0	4.2180	34020.464	1.0	3.0	1.820	1.490	AO	2.04E+08	8.310	-6.160	280.265	-7.691	280.265	1.000	0.640	64.950	s	p	F	0	1	26.0	26.000000	26.00	GESB82c+BW	T	T	T	T	T	T	613.6980	613.6830	613.7170		313699	313683	313717	0.485	0.416	613.6830	613.7170	313683	313717	613.6985	0.0055	-0.4862	1.000	9999.0000	0.0016	0.0130	6.3327	47341	0.486	0.457	0.0067	-4.96	67.1	3.2	124.2	0.822	1.000	0.0330	0.020	0.0000	0.0000	0	0.000	False	False	False
Si 1	6145.016	614.5016	-1.310	5.6160	45296.097	2.0	7.6330	61564.297	3.0	7.0	1.170	0.930	GA	8.32E+07	7.920	-3.630	-7.130	-7.130	-7.130	1.000	0.370	45.250	d	f	F	0	1	14.0	14.000000	14.00	K07	T	T	T	T	T	T	614.5000	614.4530	614.5260		314501	314453	314526	0.241	0.173	614.4530	614.5260	314453	314526	614.5005	0.0063	-0.2418	1.000	9999.0000	0.0020	0.0149	7.2731	41219	0.242	0.240	0.0038	-5.20	38.4	3.9	124.2	0.942	1.000	0.0380	0.007	0.0000	0.0000	0	0.000	False	False	False
